2026-09-04 17:56:21 | workflow dataset_diagnostics started launch_id=selena_dataset_diagnostics_20260904T155618Z_29769 task=window_audit_and_features
2026-09-04T17:57:00+02:00 | task Finland_Traffic/15T/short audited queries=186
2026-09-04T17:57:00+02:00 | task Finland_Traffic/15T/medium audited queries=31
2026-09-04T17:57:00+02:00 | task Finland_Traffic/15T/long audited queries=4
2026-09-04T17:57:00+02:00 | dataset 23/50 Port_Activity/D terms=['short']
2026-09-04T17:57:00+02:00 | task Port_Activity/D/short audited queries=1188
2026-09-04T17:57:01+02:00 | dataset 24/50 Port_Activity/W terms=['short']
2026-09-04T17:57:01+02:00 | task Port_Activity/W/short audited queries=396
2026-09-04T17:57:01+02:00 | dataset 25/50 ECDC_COVID/D terms=['short']
2026-09-04T17:57:01+02:00 | task ECDC_COVID/D/short audited queries=45
2026-09-04T17:57:01+02:00 | dataset 26/50 ECDC_COVID/W terms=['short']
2026-09-04T17:57:01+02:00 | task ECDC_COVID/W/short audited queries=64
2026-09-04T17:57:01+02:00 | dataset 27/50 Global_Influenza/W terms=['short']
2026-09-04T17:57:01+02:00 | task Global_Influenza/W/short audited queries=60
2026-09-04T17:57:01+02:00 | dataset 28/50 Crypto/D terms=['short']
2026-09-04T17:57:01+02:00 | task Crypto/D/short audited queries=9
2026-09-04T17:57:01+02:00 | dataset 29/50 US_Term_Structure/B terms=['short']
2026-09-04T17:57:01+02:00 | task US_Term_Structure/B/short audited queries=35
2026-09-04T17:57:01+02:00 | dataset 30/50 Oil_Price/B terms=['short']
2026-09-04T17:57:02+02:00 | task Oil_Price/B/short audited queries=35
2026-09-04T17:57:02+02:00 | dataset 31/50 Job_Claims/W terms=['short']
2026-09-04T17:57:02+02:00 | task Job_Claims/W/short audited queries=4
2026-09-04T17:57:02+02:00 | dataset 32/50 Uncertainty_1M/M terms=['short']
2026-09-04T17:57:02+02:00 | task Uncertainty_1M/M/short audited queries=7
2026-09-04T17:57:02+02:00 | dataset 33/50 Housing_Inventory/M terms=['short']
2026-09-04T17:57:02+02:00 | task Housing_Inventory/M/short audited queries=3
2026-09-04T17:57:02+02:00 | dataset 34/50 JOLTS/M terms=['short']
2026-09-04T17:57:02+02:00 | task JOLTS/M/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 35/50 US_Labor/M terms=['short']
2026-09-04T17:57:02+02:00 | task US_Labor/M/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 36/50 Vehicle_Supply/M terms=['short']
2026-09-04T17:57:02+02:00 | task Vehicle_Supply/M/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 37/50 Auto_Production_SF/M terms=['short']
2026-09-04T17:57:02+02:00 | task Auto_Production_SF/M/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 38/50 Commodity_Production/M terms=['short']
2026-09-04T17:57:02+02:00 | task Commodity_Production/M/short audited queries=160
2026-09-04T17:57:02+02:00 | dataset 39/50 Commodity_Import/M terms=['short']
2026-09-04T17:57:02+02:00 | task Commodity_Import/M/short audited queries=40
2026-09-04T17:57:02+02:00 | dataset 40/50 WUI_Global/Q terms=['short']
2026-09-04T17:57:02+02:00 | task WUI_Global/Q/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 41/50 Global_Price/Q terms=['short']
2026-09-04T17:57:02+02:00 | task Global_Price/Q/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 42/50 Vehicle_Sales/M terms=['short']
2026-09-04T17:57:02+02:00 | task Vehicle_Sales/M/short audited queries=5
2026-09-04T17:57:02+02:00 | dataset 43/50 Online_Retail_2_UCI/D terms=['short']
2026-09-04T17:57:02+02:00 | task Online_Retail_2_UCI/D/short audited queries=6
2026-09-04T17:57:02+02:00 | dataset 44/50 Supply_Chain_Customer/D terms=['short']
2026-09-04T17:57:02+02:00 | task Supply_Chain_Customer/D/short audited queries=12
2026-09-04T17:57:02+02:00 | dataset 45/50 Supply_Chain_Location/D terms=['short']
2026-09-04T17:57:02+02:00 | task Supply_Chain_Location/D/short audited queries=12
2026-09-04T17:57:02+02:00 | dataset 46/50 azure2019_D/5T terms=['short']
2026-09-04T17:57:04+02:00 | task azure2019_D/5T/short audited queries=2967
2026-09-04T17:57:04+02:00 | dataset 47/50 azure2019_I/5T terms=['short']
2026-09-04T17:57:05+02:00 | task azure2019_I/5T/short audited queries=1476
2026-09-04T17:57:05+02:00 | dataset 48/50 azure2019_U/5T terms=['short']
2026-09-04T17:57:05+02:00 | task azure2019_U/5T/short audited queries=468
2026-09-04T17:57:05+02:00 | dataset 49/50 Smart_Manufacturing/H terms=['short', 'medium', 'long']
2026-09-04T17:57:09+02:00 | task Smart_Manufacturing/H/short audited queries=476
2026-09-04T17:57:09+02:00 | task Smart_Manufacturing/H/medium audited queries=68
2026-09-04T17:57:09+02:00 | task Smart_Manufacturing/H/long audited queries=34
2026-09-04T17:57:09+02:00 | dataset 50/50 MetroPT-3/5T terms=['short', 'medium', 'long']
2026-09-04T17:57:10+02:00 | task MetroPT-3/5T/short audited queries=36
2026-09-04T17:57:10+02:00 | task MetroPT-3/5T/medium audited queries=6
2026-09-04T17:57:10+02:00 | task MetroPT-3/5T/long audited queries=3
2026-09-04T17:57:10+02:00 | audit completed output=/scratch/users/h61084/datasets/time_metadata/window_audit nonfinite_values=22066434 constant_channel_windows=693
2026-09-04 17:57:11 | task audit configured TIME queries and model-effective contexts completed status=success
2026-09-04 17:57:11 | stage window_audit completed status=success
dataset metadata aggregates exported to /scratch/users/h61084/codes/improved/logs/dataset_metadata/3120321
2026-09-04 17:57:11 | stage dataset_features started
2026-09-04 17:57:11 | task reuse or compute full-series TIME statistics and STL features started
[Skip] Features for Water_Quality_Darwin/15T (full) already cover all 42 source variates
[Skip] Features for current_velocity/5T (full) already cover all 6 source variates
[Skip] Features for current_velocity/10T (full) already cover all 60 source variates
[Skip] Features for current_velocity/15T (full) already cover all 30 source variates
[Skip] Features for current_velocity/20T (full) already cover all 162 source variates
[Skip] Features for current_velocity/H (full) already cover all 126 source variates
[Skip] Features for CPHL/15T (full) already cover all 2 source variates
[Skip] Features for CPHL/30T (full) already cover all 2 source variates
[Skip] Features for CPHL/H (full) already cover all 4 source variates
[Repair] Features for Coastal_T_S/5T (full) are missing 3 of 54 source variates
[Start] Processing Coastal_T_S/5T (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/5T
Loading CSV files and converting to panel format...
Loaded panel: 3704667 rows, 54 unique_ids
Running preprocessing...
[Done] Coastal_T_S/5T (full): Saved 54 per-variate rows to /scratch/users/h61084/datasets/time_metadata/stl_features/Coastal_T_S/5T/full.csv and one dataset row to /scratch/users/h61084/datasets/time_metadata/stl_features/Coastal_T_S/5T/full_dataset.csv (elapsed 32.58s)
[Skip] Features for Coastal_T_S/15T (full) already cover all 15 source variates
[Skip] Features for Coastal_T_S/20T (full) already cover all 3 source variates
[Repair] Features for Coastal_T_S/H (full) are missing 2 of 72 source variates
[Start] Processing Coastal_T_S/H (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/H
Loading CSV files and converting to panel format...
Loaded panel: 395193 rows, 72 unique_ids
Running preprocessing...
[Done] Coastal_T_S/H (full): Saved 72 per-variate rows to /scratch/users/h61084/datasets/time_metadata/stl_features/Coastal_T_S/H/full.csv and one dataset row to /scratch/users/h61084/datasets/time_metadata/stl_features/Coastal_T_S/H/full_dataset.csv (elapsed 8.79s)
[Skip] Features for SG_Weather/D (full) already cover all 24 source variates
[Skip] Features for SG_PM25/H (full) already cover all 5 source variates
[Skip] Features for NE_China_Wind/H (full) already cover all 4 source variates
[Skip] Features for Australia_Solar/H (full) already cover all 3 source variates
[Skip] Features for epf_electricity_price/H (full) already cover all 5 source variates
[Skip] Features for OpenElectricity_NEM/5T (full) already cover all 10 source variates
[Skip] Features for EWELD_Load/15T (full) already cover all 10 source variates
[Repair] Features for SG_Carpark/15T (full) are missing 23 of 354 source variates
[Start] Processing SG_Carpark/15T (full) from /scratch/users/h61084/datasets/hf_dataset/SG_Carpark/15T
Loading CSV files and converting to panel format...
Loaded panel: 5131230 rows, 354 unique_ids
Running preprocessing...
[Done] SG_Carpark/15T (full): Saved 354 per-variate rows to /scratch/users/h61084/datasets/time_metadata/stl_features/SG_Carpark/15T/full.csv and one dataset row to /scratch/users/h61084/datasets/time_metadata/stl_features/SG_Carpark/15T/full_dataset.csv (elapsed 110.95s)
[Skip] Features for Finland_Traffic/15T (full) already cover all 1 source variates
[Skip] Features for Port_Activity/D (full) already cover all 198 source variates
[Skip] Features for Port_Activity/W (full) already cover all 198 source variates
[Skip] Features for ECDC_COVID/D (full) already cover all 9 source variates
[Skip] Features for ECDC_COVID/W (full) already cover all 16 source variates
[Skip] Features for Global_Influenza/W (full) already cover all 60 source variates
[Skip] Features for Crypto/D (full) already cover all 4 source variates
[Skip] Features for US_Term_Structure/B (full) already cover all 40 source variates
[Skip] Features for Oil_Price/B (full) already cover all 12 source variates
[Skip] Features for Job_Claims/W (full) already cover all 2 source variates
[Skip] Features for Uncertainty_1M/M (full) already cover all 3 source variates
[Skip] Features for Housing_Inventory/M (full) already cover all 4 source variates
[Skip] Features for JOLTS/M (full) already cover all 6 source variates
[Skip] Features for US_Labor/M (full) already cover all 14 source variates
[Skip] Features for Vehicle_Supply/M (full) already cover all 6 source variates
[Skip] Features for Auto_Production_SF/M (full) already cover all 1 source variates
[Skip] Features for Commodity_Production/M (full) already cover all 32 source variates
[Skip] Features for Commodity_Import/M (full) already cover all 8 source variates
[Skip] Features for WUI_Global/Q (full) already cover all 15 source variates
[Skip] Features for Global_Price/Q (full) already cover all 60 source variates
[Skip] Features for Vehicle_Sales/M (full) already cover all 10 source variates
[Skip] Features for Online_Retail_2_UCI/D (full) already cover all 1 source variates
[Skip] Features for Supply_Chain_Customer/D (full) already cover all 36 source variates
[Skip] Features for Supply_Chain_Location/D (full) already cover all 51 source variates
[Skip] Features for azure2019_D/5T (full) already cover all 2967 source variates
[Skip] Features for azure2019_I/5T (full) already cover all 1476 source variates
[Skip] Features for azure2019_U/5T (full) already cover all 234 source variates
[Skip] Features for Smart_Manufacturing/H (full) already cover all 170 source variates
[Skip] Features for MetroPT-3/5T (full) already cover all 6 source variates
[Done] Dataset feature index: /scratch/users/h61084/datasets/time_metadata/stl_features/dataset_features_full.csv
2026-09-04 18:00:58 | task reuse or compute full-series TIME statistics and STL features completed status=success
2026-09-04 18:00:58 | stage dataset_features completed status=success
dataset metadata aggregates exported to /scratch/users/h61084/codes/improved/logs/dataset_metadata/3120321
2026-09-04 18:00:58 | workflow dataset_diagnostics completed status=success exit_code=0
