2026-09-03 12:54:20 | workflow dataset_diagnostics started launch_id=selena_dataset_diagnostics_20260903T105418Z_37671 task=window_audit_and_features
2026-09-03T12:54:44+02:00 | task current_velocity/H/long audited queries=42
2026-09-03T12:54:44+02:00 | dataset 7/50 CPHL/15T terms=['short', 'medium', 'long']
2026-09-03T12:54:45+02:00 | task CPHL/15T/short audited queries=240
2026-09-03T12:54:45+02:00 | task CPHL/15T/medium audited queries=30
2026-09-03T12:54:45+02:00 | task CPHL/15T/long audited queries=10
2026-09-03T12:54:45+02:00 | dataset 8/50 CPHL/30T terms=['short', 'medium', 'long']
2026-09-03T12:54:47+02:00 | task CPHL/30T/short audited queries=240
2026-09-03T12:54:47+02:00 | task CPHL/30T/medium audited queries=60
2026-09-03T12:54:47+02:00 | task CPHL/30T/long audited queries=20
2026-09-03T12:54:47+02:00 | dataset 9/50 CPHL/H terms=['short', 'medium', 'long']
2026-09-03T12:54:48+02:00 | task CPHL/H/short audited queries=112
2026-09-03T12:54:48+02:00 | task CPHL/H/medium audited queries=16
2026-09-03T12:54:48+02:00 | task CPHL/H/long audited queries=8
2026-09-03T12:54:48+02:00 | dataset 10/50 Coastal_T_S/5T terms=['short', 'medium', 'long']
2026-09-03T12:54:50+02:00 | task Coastal_T_S/5T/short audited queries=2160
2026-09-03T12:54:51+02:00 | task Coastal_T_S/5T/medium audited queries=270
2026-09-03T12:54:51+02:00 | task Coastal_T_S/5T/long audited queries=90
2026-09-03T12:54:51+02:00 | dataset 11/50 Coastal_T_S/15T terms=['short', 'medium', 'long']
2026-09-03T12:54:52+02:00 | task Coastal_T_S/15T/short audited queries=600
2026-09-03T12:54:52+02:00 | task Coastal_T_S/15T/medium audited queries=75
2026-09-03T12:54:52+02:00 | task Coastal_T_S/15T/long audited queries=25
2026-09-03T12:54:52+02:00 | dataset 12/50 Coastal_T_S/20T terms=['short', 'medium', 'long']
2026-09-03T12:54:52+02:00 | task Coastal_T_S/20T/short audited queries=120
2026-09-03T12:54:52+02:00 | task Coastal_T_S/20T/medium audited queries=15
2026-09-03T12:54:52+02:00 | task Coastal_T_S/20T/long audited queries=5
2026-09-03T12:54:52+02:00 | dataset 13/50 Coastal_T_S/H terms=['short', 'medium', 'long']
2026-09-03T12:54:52+02:00 | task Coastal_T_S/H/short audited queries=672
2026-09-03T12:54:52+02:00 | task Coastal_T_S/H/medium audited queries=96
2026-09-03T12:54:52+02:00 | task Coastal_T_S/H/long audited queries=48
2026-09-03T12:54:52+02:00 | dataset 14/50 SG_Weather/D terms=['short', 'medium', 'long']
2026-09-03T12:55:00+02:00 | task SG_Weather/D/short audited queries=732
2026-09-03T12:55:04+02:00 | task SG_Weather/D/medium audited queries=312
2026-09-03T12:55:06+02:00 | task SG_Weather/D/long audited queries=156
2026-09-03T12:55:06+02:00 | dataset 15/50 SG_PM25/H terms=['short', 'medium', 'long']
2026-09-03T12:55:09+02:00 | task SG_PM25/H/short audited queries=92
2026-09-03T12:55:10+02:00 | task SG_PM25/H/medium audited queries=30
2026-09-03T12:55:11+02:00 | task SG_PM25/H/long audited queries=13
2026-09-03T12:55:11+02:00 | dataset 16/50 NE_China_Wind/H terms=['short', 'medium', 'long']
2026-09-03T12:55:11+02:00 | task NE_China_Wind/H/short audited queries=30
2026-09-03T12:55:11+02:00 | task NE_China_Wind/H/medium audited queries=10
2026-09-03T12:55:11+02:00 | task NE_China_Wind/H/long audited queries=4
2026-09-03T12:55:11+02:00 | dataset 17/50 Australia_Solar/H terms=['short', 'medium', 'long']
2026-09-03T12:55:25+02:00 | task Australia_Solar/H/short audited queries=105
2026-09-03T12:55:29+02:00 | task Australia_Solar/H/medium audited queries=35
2026-09-03T12:55:31+02:00 | task Australia_Solar/H/long audited queries=15
2026-09-03T12:55:31+02:00 | dataset 18/50 epf_electricity_price/H terms=['short', 'medium', 'long']
2026-09-03T12:55:32+02:00 | task epf_electricity_price/H/short audited queries=525
2026-09-03T12:55:32+02:00 | task epf_electricity_price/H/medium audited queries=175
2026-09-03T12:55:32+02:00 | task epf_electricity_price/H/long audited queries=75
2026-09-03T12:55:32+02:00 | dataset 19/50 OpenElectricity_NEM/5T terms=['short', 'medium', 'long']
2026-09-03T12:55:32+02:00 | task OpenElectricity_NEM/5T/short audited queries=168
2026-09-03T12:55:33+02:00 | task OpenElectricity_NEM/5T/medium audited queries=42
2026-09-03T12:55:33+02:00 | task OpenElectricity_NEM/5T/long audited queries=14
2026-09-03T12:55:33+02:00 | dataset 20/50 EWELD_Load/15T terms=['short', 'medium', 'long']
2026-09-03T12:55:33+02:00 | task EWELD_Load/15T/short audited queries=56
2026-09-03T12:55:33+02:00 | task EWELD_Load/15T/medium audited queries=14
2026-09-03T12:55:33+02:00 | task EWELD_Load/15T/long audited queries=2
2026-09-03T12:55:33+02:00 | dataset 21/50 SG_Carpark/15T terms=['short', 'medium', 'long']
2026-09-03T12:56:02+02:00 | task SG_Carpark/15T/short audited queries=14868
2026-09-03T12:56:08+02:00 | task SG_Carpark/15T/medium audited queries=2478
2026-09-03T12:56:08+02:00 | task SG_Carpark/15T/long audited queries=354
2026-09-03T12:56:08+02:00 | dataset 22/50 Finland_Traffic/15T terms=['short', 'medium', 'long']
2026-09-03T12:56:09+02:00 | task Finland_Traffic/15T/short audited queries=186
2026-09-03T12:56:09+02:00 | task Finland_Traffic/15T/medium audited queries=31
2026-09-03T12:56:09+02:00 | task Finland_Traffic/15T/long audited queries=4
2026-09-03T12:56:09+02:00 | dataset 23/50 Port_Activity/D terms=['short']
2026-09-03T12:56:09+02:00 | task Port_Activity/D/short audited queries=1188
2026-09-03T12:56:09+02:00 | dataset 24/50 Port_Activity/W terms=['short']
2026-09-03T12:56:09+02:00 | task Port_Activity/W/short audited queries=396
2026-09-03T12:56:09+02:00 | dataset 25/50 ECDC_COVID/D terms=['short']
2026-09-03T12:56:09+02:00 | task ECDC_COVID/D/short audited queries=45
2026-09-03T12:56:09+02:00 | dataset 26/50 ECDC_COVID/W terms=['short']
2026-09-03T12:56:09+02:00 | task ECDC_COVID/W/short audited queries=64
2026-09-03T12:56:09+02:00 | dataset 27/50 Global_Influenza/W terms=['short']
2026-09-03T12:56:09+02:00 | task Global_Influenza/W/short audited queries=60
2026-09-03T12:56:09+02:00 | dataset 28/50 Crypto/D terms=['short']
2026-09-03T12:56:09+02:00 | task Crypto/D/short audited queries=9
2026-09-03T12:56:09+02:00 | dataset 29/50 US_Term_Structure/B terms=['short']
2026-09-03T12:56:22+02:00 | task US_Term_Structure/B/short audited queries=35
2026-09-03T12:56:22+02:00 | dataset 30/50 Oil_Price/B terms=['short']
2026-09-03T12:56:25+02:00 | task Oil_Price/B/short audited queries=35
2026-09-03T12:56:25+02:00 | dataset 31/50 Job_Claims/W terms=['short']
2026-09-03T12:56:25+02:00 | task Job_Claims/W/short audited queries=4
2026-09-03T12:56:25+02:00 | dataset 32/50 Uncertainty_1M/M terms=['short']
2026-09-03T12:56:25+02:00 | task Uncertainty_1M/M/short audited queries=7
2026-09-03T12:56:25+02:00 | dataset 33/50 Housing_Inventory/M terms=['short']
2026-09-03T12:56:25+02:00 | task Housing_Inventory/M/short audited queries=3
2026-09-03T12:56:25+02:00 | dataset 34/50 JOLTS/M terms=['short']
2026-09-03T12:56:25+02:00 | task JOLTS/M/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 35/50 US_Labor/M terms=['short']
2026-09-03T12:56:25+02:00 | task US_Labor/M/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 36/50 Vehicle_Supply/M terms=['short']
2026-09-03T12:56:25+02:00 | task Vehicle_Supply/M/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 37/50 Auto_Production_SF/M terms=['short']
2026-09-03T12:56:25+02:00 | task Auto_Production_SF/M/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 38/50 Commodity_Production/M terms=['short']
2026-09-03T12:56:25+02:00 | task Commodity_Production/M/short audited queries=160
2026-09-03T12:56:25+02:00 | dataset 39/50 Commodity_Import/M terms=['short']
2026-09-03T12:56:25+02:00 | task Commodity_Import/M/short audited queries=40
2026-09-03T12:56:25+02:00 | dataset 40/50 WUI_Global/Q terms=['short']
2026-09-03T12:56:25+02:00 | task WUI_Global/Q/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 41/50 Global_Price/Q terms=['short']
2026-09-03T12:56:25+02:00 | task Global_Price/Q/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 42/50 Vehicle_Sales/M terms=['short']
2026-09-03T12:56:25+02:00 | task Vehicle_Sales/M/short audited queries=5
2026-09-03T12:56:25+02:00 | dataset 43/50 Online_Retail_2_UCI/D terms=['short']
2026-09-03T12:56:25+02:00 | task Online_Retail_2_UCI/D/short audited queries=6
2026-09-03T12:56:25+02:00 | dataset 44/50 Supply_Chain_Customer/D terms=['short']
2026-09-03T12:56:25+02:00 | task Supply_Chain_Customer/D/short audited queries=12
2026-09-03T12:56:25+02:00 | dataset 45/50 Supply_Chain_Location/D terms=['short']
2026-09-03T12:56:25+02:00 | task Supply_Chain_Location/D/short audited queries=12
2026-09-03T12:56:25+02:00 | dataset 46/50 azure2019_D/5T terms=['short']
2026-09-03T12:56:29+02:00 | task azure2019_D/5T/short audited queries=2967
2026-09-03T12:56:29+02:00 | dataset 47/50 azure2019_I/5T terms=['short']
2026-09-03T12:56:30+02:00 | task azure2019_I/5T/short audited queries=1476
2026-09-03T12:56:30+02:00 | dataset 48/50 azure2019_U/5T terms=['short']
2026-09-03T12:56:31+02:00 | task azure2019_U/5T/short audited queries=468
2026-09-03T12:56:31+02:00 | dataset 49/50 Smart_Manufacturing/H terms=['short', 'medium', 'long']
2026-09-03T12:56:53+02:00 | task Smart_Manufacturing/H/short audited queries=476
2026-09-03T12:56:56+02:00 | task Smart_Manufacturing/H/medium audited queries=68
2026-09-03T12:56:57+02:00 | task Smart_Manufacturing/H/long audited queries=34
2026-09-03T12:56:57+02:00 | dataset 50/50 MetroPT-3/5T terms=['short', 'medium', 'long']
2026-09-03T12:57:04+02:00 | task MetroPT-3/5T/short audited queries=36
2026-09-03T12:57:05+02:00 | task MetroPT-3/5T/medium audited queries=6
2026-09-03T12:57:06+02:00 | task MetroPT-3/5T/long audited queries=3
2026-09-03T12:57:06+02:00 | audit completed output=/scratch/users/h61084/codes/improved/outputs/dataset_diagnostics/selena_dataset_diagnostics_20260903T105418Z_37671 nonfinite_values=22066434 constant_channel_windows=693
2026-09-03 12:57:07 | task audit configured TIME queries and model-effective contexts completed status=success
2026-09-03 12:57:07 | stage window_audit completed status=success
2026-09-03 12:57:07 | stage dataset_features started
2026-09-03 12:57:07 | task recompute full-series TIME statistics and STL features started
[Start] Processing Water_Quality_Darwin/15T (full) from /scratch/users/h61084/datasets/hf_dataset/Water_Quality_Darwin/15T
Loading CSV files and converting to panel format...
Loaded panel: 639636 rows, 42 unique_ids
Running preprocessing...
[Done] Water_Quality_Darwin/15T (full): Saved 42 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Water_Quality_Darwin/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Water_Quality_Darwin/15T/full_dataset.csv (elapsed 633.02s)
[Start] Processing current_velocity/5T (full) from /scratch/users/h61084/datasets/hf_dataset/current_velocity/5T
Loading CSV files and converting to panel format...
Loaded panel: 158916 rows, 6 unique_ids
Running preprocessing...
[Done] current_velocity/5T (full): Saved 6 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/5T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/5T/full_dataset.csv (elapsed 89.15s)
[Start] Processing current_velocity/10T (full) from /scratch/users/h61084/datasets/hf_dataset/current_velocity/10T
Loading CSV files and converting to panel format...
Loaded panel: 1240110 rows, 60 unique_ids
Running preprocessing...
[Done] current_velocity/10T (full): Saved 60 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/10T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/10T/full_dataset.csv (elapsed 958.97s)
[Start] Processing current_velocity/15T (full) from /scratch/users/h61084/datasets/hf_dataset/current_velocity/15T
Loading CSV files and converting to panel format...
Loaded panel: 255096 rows, 30 unique_ids
Running preprocessing...
[Done] current_velocity/15T (full): Saved 30 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/15T/full_dataset.csv (elapsed 353.40s)
[Start] Processing current_velocity/20T (full) from /scratch/users/h61084/datasets/hf_dataset/current_velocity/20T
Loading CSV files and converting to panel format...
Loaded panel: 1046550 rows, 162 unique_ids
Running preprocessing...
[Done] current_velocity/20T (full): Saved 162 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/20T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/20T/full_dataset.csv (elapsed 1479.34s)
[Start] Processing current_velocity/H (full) from /scratch/users/h61084/datasets/hf_dataset/current_velocity/H
Loading CSV files and converting to panel format...
Loaded panel: 441288 rows, 126 unique_ids
Running preprocessing...
[Done] current_velocity/H (full): Saved 126 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/current_velocity/H/full_dataset.csv (elapsed 283.98s)
[Start] Processing CPHL/15T (full) from /scratch/users/h61084/datasets/hf_dataset/CPHL/15T
Loading CSV files and converting to panel format...
Loaded panel: 20787 rows, 2 unique_ids
Running preprocessing...
[Done] CPHL/15T (full): Saved 2 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/15T/full_dataset.csv (elapsed 91.62s)
[Start] Processing CPHL/30T (full) from /scratch/users/h61084/datasets/hf_dataset/CPHL/30T
Loading CSV files and converting to panel format...
Loaded panel: 29374 rows, 2 unique_ids
Running preprocessing...
[Done] CPHL/30T (full): Saved 2 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/30T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/30T/full_dataset.csv (elapsed 854.58s)
[Start] Processing CPHL/H (full) from /scratch/users/h61084/datasets/hf_dataset/CPHL/H
Loading CSV files and converting to panel format...
Loaded panel: 19885 rows, 4 unique_ids
Running preprocessing...
[Done] CPHL/H (full): Saved 4 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/CPHL/H/full_dataset.csv (elapsed 23.40s)
[Start] Processing Coastal_T_S/5T (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/5T
Loading CSV files and converting to panel format...
Loaded panel: 3704667 rows, 54 unique_ids
Running preprocessing...
[Warning] Removing 3 rows with NaN values: ['NRSDAR_PSAL', 'NRSDAR_TEMP', 'NRSYON_PSAL']
          NaN features: ['seasonal_corr']
[Done] Coastal_T_S/5T (full): Saved 51 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/5T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/5T/full_dataset.csv (elapsed 2752.52s)
[Start] Processing Coastal_T_S/15T (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/15T
Loading CSV files and converting to panel format...
Loaded panel: 313053 rows, 15 unique_ids
Running preprocessing...
[Done] Coastal_T_S/15T (full): Saved 15 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/15T/full_dataset.csv (elapsed 648.99s)
[Start] Processing Coastal_T_S/20T (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/20T
Loading CSV files and converting to panel format...
Loaded panel: 24594 rows, 3 unique_ids
Running preprocessing...
[Done] Coastal_T_S/20T (full): Saved 3 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/20T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/20T/full_dataset.csv (elapsed 101.77s)
[Start] Processing Coastal_T_S/H (full) from /scratch/users/h61084/datasets/hf_dataset/Coastal_T_S/H
Loading CSV files and converting to panel format...
Loaded panel: 395193 rows, 72 unique_ids
Running preprocessing...
[Warning] Removing 2 rows with NaN values: ['NRSDAR_PRES_REL', 'NRSDAR_PSAL']
          NaN features: ['seasonal_corr']
[Done] Coastal_T_S/H (full): Saved 70 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Coastal_T_S/H/full_dataset.csv (elapsed 232.17s)
[Start] Processing SG_Weather/D (full) from /scratch/users/h61084/datasets/hf_dataset/SG_Weather/D
Loading CSV files and converting to panel format...
Loaded panel: 70872 rows, 24 unique_ids
Running preprocessing...
[Done] SG_Weather/D (full): Saved 24 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_Weather/D/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_Weather/D/full_dataset.csv (elapsed 51.29s)
[Start] Processing SG_PM25/H (full) from /scratch/users/h61084/datasets/hf_dataset/SG_PM25/H
Loading CSV files and converting to panel format...
Loaded panel: 193440 rows, 5 unique_ids
Running preprocessing...
[Done] SG_PM25/H (full): Saved 5 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_PM25/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_PM25/H/full_dataset.csv (elapsed 146.55s)
[Start] Processing NE_China_Wind/H (full) from /scratch/users/h61084/datasets/hf_dataset/NE_China_Wind/H
Loading CSV files and converting to panel format...
Loaded panel: 35056 rows, 4 unique_ids
Running preprocessing...
[Done] NE_China_Wind/H (full): Saved 4 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/NE_China_Wind/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/NE_China_Wind/H/full_dataset.csv (elapsed 31.44s)
[Start] Processing Australia_Solar/H (full) from /scratch/users/h61084/datasets/hf_dataset/Australia_Solar/H
Loading CSV files and converting to panel format...
Loaded panel: 105192 rows, 3 unique_ids
Running preprocessing...
[Done] Australia_Solar/H (full): Saved 3 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Australia_Solar/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Australia_Solar/H/full_dataset.csv (elapsed 46.75s)
[Start] Processing epf_electricity_price/H (full) from /scratch/users/h61084/datasets/hf_dataset/epf_electricity_price/H
Loading CSV files and converting to panel format...
Loaded panel: 262080 rows, 5 unique_ids
Running preprocessing...
[Done] epf_electricity_price/H (full): Saved 5 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/epf_electricity_price/H/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/epf_electricity_price/H/full_dataset.csv (elapsed 244.54s)
[Start] Processing OpenElectricity_NEM/5T (full) from /scratch/users/h61084/datasets/hf_dataset/OpenElectricity_NEM/5T
Loading CSV files and converting to panel format...
Loaded panel: 434880 rows, 10 unique_ids
Running preprocessing...
[Done] OpenElectricity_NEM/5T (full): Saved 10 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/OpenElectricity_NEM/5T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/OpenElectricity_NEM/5T/full_dataset.csv (elapsed 195.64s)
[Start] Processing EWELD_Load/15T (full) from /scratch/users/h61084/datasets/hf_dataset/EWELD_Load/15T
Loading CSV files and converting to panel format...
Loaded panel: 205440 rows, 10 unique_ids
Running preprocessing...
[Done] EWELD_Load/15T (full): Saved 10 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/EWELD_Load/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/EWELD_Load/15T/full_dataset.csv (elapsed 406.30s)
[Start] Processing SG_Carpark/15T (full) from /scratch/users/h61084/datasets/hf_dataset/SG_Carpark/15T
Loading CSV files and converting to panel format...
Loaded panel: 5131230 rows, 354 unique_ids
Running preprocessing...
[Warning] Removing 23 rows with NaN values: ['C20M_target', 'C28M_target', 'C4M_target', 'EPM_target', 'HRM_target', 'J82M_target', 'J8M_target', 'JBM2_target', 'JBM_target', 'JM7_target']...
          NaN features: ['seasonal_corr']
[Done] SG_Carpark/15T (full): Saved 331 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_Carpark/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/SG_Carpark/15T/full_dataset.csv (elapsed 3693.48s)
[Start] Processing Finland_Traffic/15T (full) from /scratch/users/h61084/datasets/hf_dataset/Finland_Traffic/15T
Loading CSV files and converting to panel format...
Loaded panel: 35136 rows, 1 unique_ids
Running preprocessing...
[Done] Finland_Traffic/15T (full): Saved 1 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Finland_Traffic/15T/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Finland_Traffic/15T/full_dataset.csv (elapsed 844.75s)
[Start] Processing Port_Activity/D (full) from /scratch/users/h61084/datasets/hf_dataset/Port_Activity/D
Loading CSV files and converting to panel format...
Loaded panel: 421146 rows, 198 unique_ids
Running preprocessing...
[Done] Port_Activity/D (full): Saved 198 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Port_Activity/D/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Port_Activity/D/full_dataset.csv (elapsed 275.21s)
[Start] Processing Port_Activity/W (full) from /scratch/users/h61084/datasets/hf_dataset/Port_Activity/W
Loading CSV files and converting to panel format...
Loaded panel: 60192 rows, 198 unique_ids
Running preprocessing...
[Done] Port_Activity/W (full): Saved 198 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Port_Activity/W/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Port_Activity/W/full_dataset.csv (elapsed 5.89s)
[Start] Processing ECDC_COVID/D (full) from /scratch/users/h61084/datasets/hf_dataset/ECDC_COVID/D
Loading CSV files and converting to panel format...
Loaded panel: 10049 rows, 9 unique_ids
Running preprocessing...
[Done] ECDC_COVID/D (full): Saved 9 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/ECDC_COVID/D/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/ECDC_COVID/D/full_dataset.csv (elapsed 9.77s)
[Start] Processing ECDC_COVID/W (full) from /scratch/users/h61084/datasets/hf_dataset/ECDC_COVID/W
Loading CSV files and converting to panel format...
Loaded panel: 2647 rows, 16 unique_ids
Running preprocessing...
[Done] ECDC_COVID/W (full): Saved 16 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/ECDC_COVID/W/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/ECDC_COVID/W/full_dataset.csv (elapsed 1.32s)
[Start] Processing Global_Influenza/W (full) from /scratch/users/h61084/datasets/hf_dataset/Global_Influenza/W
Loading CSV files and converting to panel format...
Loaded panel: 12336 rows, 60 unique_ids
Running preprocessing...
[Done] Global_Influenza/W (full): Saved 60 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Global_Influenza/W/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Global_Influenza/W/full_dataset.csv (elapsed 3.80s)
[Start] Processing Crypto/D (full) from /scratch/users/h61084/datasets/hf_dataset/Crypto/D
Loading CSV files and converting to panel format...
Loaded panel: 11368 rows, 4 unique_ids
Running preprocessing...
[Done] Crypto/D (full): Saved 4 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Crypto/D/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Crypto/D/full_dataset.csv (elapsed 12.47s)
[Start] Processing US_Term_Structure/B (full) from /scratch/users/h61084/datasets/hf_dataset/US_Term_Structure/B
Loading CSV files and converting to panel format...
Loaded panel: 373040 rows, 40 unique_ids
Running preprocessing...
[Done] US_Term_Structure/B (full): Saved 40 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/US_Term_Structure/B/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/US_Term_Structure/B/full_dataset.csv (elapsed 366.40s)
[Start] Processing Oil_Price/B (full) from /scratch/users/h61084/datasets/hf_dataset/Oil_Price/B
Loading CSV files and converting to panel format...
Loaded panel: 60420 rows, 12 unique_ids
Running preprocessing...
[Done] Oil_Price/B (full): Saved 12 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Oil_Price/B/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Oil_Price/B/full_dataset.csv (elapsed 51.92s)
[Start] Processing Job_Claims/W (full) from /scratch/users/h61084/datasets/hf_dataset/Job_Claims/W
Loading CSV files and converting to panel format...
Loaded panel: 392 rows, 2 unique_ids
Running preprocessing...
[Done] Job_Claims/W (full): Saved 2 per-variate rows to /scratch/users/h61084/codes/improved/outputs/stl_features/Job_Claims/W/full.csv and one dataset row to /scratch/users/h61084/codes/improved/outputs/stl_features/Job_Claims/W/full_dataset.csv (elapsed 0.87s)
[Start] Processing Uncertainty_1M/M (full) from /scratch/users/h61084/datasets/hf_dataset/Uncertainty_1M/M
